Reservoir_Name,Date,Rainfall_mm,Inflow_cumecs,Outflow_cumecs,Runoff_Factor,Storage_BCM,Capacity_Percentage
Mettur,2020-02-12,0.0,0.35,1.72,0.4,0.0,0.0
Mettur,2020-02-13,0.0,0.46,1.33,0.4,0.0,0.0
Mettur,2020-02-14,0.0,0.27,1.13,0.4,0.0,0.0
Mettur,2020-02-15,0.0,0.34,1.78,0.4,0.0,0.0
Mettur,2020-02-16,0.69,1.86,1.9,0.4,0.0,0.0
Mettur,2020-02-17,1.34,2.87,1.42,0.4,0.1448,5.57
Mettur,2020-02-18,0.0,0.14,1.23,0.4,0.0356,1.37
Mettur,2020-02-19,0.0,0.11,1.72,0.4,0.0,0.0
Mettur,2020-02-20,0.0,0.43,1.56,0.4,0.0,0.0
Mettur,2020-02-21,0.0,0.22,1.07,0.4,0.0,0.0
Mettur,2020-02-22,0.0,0.22,1.26,0.4,0.0,0.0
Mettur,2020-02-23,0.0,0.4,1.61,0.4,0.0,0.0
Mettur,2020-02-24,0.0,0.28,1.11,0.4,0.0,0.0
Mettur,2020-02-25,0.0,0.47,1.8,0.4,0.0,0.0
Mettur,2020-02-26,0.07,0.3,1.07,0.4,0.0,0.0
Mettur,2020-02-27,0.84,2.09,1.3,0.4,0.0784,3.02
Mettur,2020-02-28,1.93,4.2,1.43,0.4,0.3553,13.67
Mettur,2020-02-29,0.0,0.29,1.63,0.4,0.2214,8.52
Mettur,2020-03-01,0.0,0.15,1.22,0.4,0.1145,4.4
Mettur,2020-03-02,0.06,0.29,1.68,0.4,0.0,0.0
Mettur,2020-03-03,0.62,1.7,1.26,0.4,0.0439,1.69
Mettur,2020-03-04,0.0,0.27,1.46,0.4,0.0,0.0
Mettur,2020-03-05,0.0,0.11,1.79,0.4,0.0,0.0
Mettur,2020-03-06,2.64,5.42,1.21,0.4,0.421,16.19
Mettur,2020-03-07,0.0,0.29,1.7,0.4,0.2806,10.79
Mettur,2020-03-08,0.0,0.34,1.96,0.4,0.1177,4.53
Mettur,2020-03-09,0.0,0.4,1.46,0.4,0.011,0.42
Mettur,2020-03-10,0.0,0.43,1.74,0.4,0.0,0.0
Mettur,2020-03-11,0.0,0.41,1.4,0.4,0.0,0.0
Mettur,2020-03-12,0.0,0.26,1.37,0.4,0.0,0.0
Mettur,2020-03-13,0.0,0.35,1.73,0.4,0.0,0.0
Mettur,2020-03-14,0.0,0.24,1.58,0.4,0.0,0.0
Mettur,2020-03-15,0.24,0.81,1.62,0.4,0.0,0.0
Mettur,2020-03-16,0.0,0.42,1.93,0.4,0.0,0.0
Mettur,2020-03-17,0.0,0.33,1.76,0.4,0.0,0.0
Mettur,2020-03-18,0.0,0.47,1.34,0.4,0.0,0.0
Mettur,2020-03-19,0.0,0.42,1.72,0.4,0.0,0.0
Mettur,2020-03-20,0.0,0.3,1.22,0.4,0.0,0.0
Mettur,2020-03-21,0.0,0.45,1.61,0.4,0.0,0.0
Mettur,2020-03-22,0.0,0.13,1.54,0.4,0.0,0.0
Mettur,2020-03-23,0.0,0.36,1.01,0.4,0.0,0.0
Mettur,2020-03-24,0.0,0.35,1.65,0.4,0.0,0.0
Mettur,2020-03-25,0.0,0.25,1.31,0.4,0.0,0.0
Mettur,2020-03-26,0.0,0.38,1.84,0.4,0.0,0.0
Mettur,2020-03-27,0.0,0.21,1.53,0.4,0.0,0.0
Mettur,2020-03-28,0.0,0.41,1.16,0.4,0.0,0.0
Mettur,2020-03-29,0.0,0.25,1.03,0.4,0.0,0.0
Mettur,2020-03-30,0.01,0.45,1.49,0.4,0.0,0.0
Mettur,2020-03-31,0.0,0.35,1.64,0.4,0.0,0.0
Mettur,2020-04-01,0.0,0.12,1.4,0.4,0.0,0.0
Mettur,2020-04-02,0.0,0.35,1.88,0.4,0.0,0.0
Mettur,2020-04-03,0.0,0.41,1.28,0.4,0.0,0.0
Mettur,2020-04-04,0.0,0.5,1.28,0.4,0.0,0.0
Mettur,2020-04-05,0.0,0.26,1.23,0.4,0.0,0.0
Mettur,2020-04-06,0.01,0.32,1.51,0.4,0.0,0.0
Mettur,2020-04-07,0.0,0.14,1.82,0.4,0.0,0.0
Mettur,2020-04-08,3.24,6.66,1.46,0.4,0.5197,19.99
Mettur,2020-04-09,0.0,0.22,1.45,0.4,0.3966,15.25
Mettur,2020-04-10,0.0,0.32,1.58,0.4,0.2704,10.4
Mettur,2020-04-11,4.54,9.18,1.04,0.4,1.0843,41.71
Mettur,2020-04-12,0.0,0.42,1.0,0.4,1.0263,39.47
Mettur,2020-04-13,0.0,0.41,1.35,0.4,0.9314,35.82
Mettur,2020-04-14,0.0,0.12,1.16,0.4,0.8265,31.79
Mettur,2020-04-15,0.0,0.39,1.95,0.4,0.6703,25.78
Mettur,2020-04-16,0.0,0.47,1.33,0.4,0.5842,22.47
Mettur,2020-04-17,0.01,0.4,1.34,0.4,0.491,18.88
Mettur,2020-04-18,0.0,0.16,1.66,0.4,0.3414,13.13
Mettur,2020-04-19,0.0,0.22,1.29,0.4,0.2349,9.03
Mettur,2020-04-20,0.0,0.23,1.63,0.4,0.0952,3.66
Mettur,2020-04-21,0.0,0.23,1.32,0.4,0.0,0.0
Mettur,2020-04-22,0.0,0.25,1.92,0.4,0.0,0.0
Mettur,2020-04-23,0.0,0.35,1.71,0.4,0.0,0.0
Mettur,2020-04-24,0.0,0.41,1.54,0.4,0.0,0.0
Mettur,2020-04-25,0.0,0.21,1.66,0.4,0.0,0.0
Mettur,2020-04-26,0.0,0.24,1.06,0.4,0.0,0.0
Mettur,2020-04-27,0.0,0.38,1.68,0.4,0.0,0.0
Mettur,2020-04-28,0.0,0.22,1.56,0.4,0.0,0.0
Mettur,2020-04-29,0.39,1.09,1.76,0.4,0.0,0.0
Mettur,2020-04-30,0.0,0.42,1.35,0.4,0.0,0.0
Mettur,2020-05-01,0.0,0.26,1.86,0.4,0.0,0.0
Mettur,2020-05-02,0.0,0.29,1.67,0.4,0.0,0.0
Mettur,2020-05-03,0.0,0.41,1.36,0.4,0.0,0.0
Mettur,2020-05-04,0.0,0.22,1.92,0.4,0.0,0.0
Mettur,2020-05-05,0.09,0.55,1.24,0.4,0.0,0.0
Mettur,2020-05-06,0.0,0.45,1.05,0.4,0.0,0.0
Mettur,2020-05-07,0.0,0.39,1.47,0.4,0.0,0.0
Mettur,2020-05-08,0.0,0.22,1.0,0.4,0.0,0.0
Mettur,2020-05-09,0.0,0.2,1.23,0.4,0.0,0.0
Mettur,2020-05-10,0.0,0.19,1.76,0.4,0.0,0.0
Mettur,2020-05-11,0.0,0.44,1.63,0.4,0.0,0.0
Mettur,2020-05-12,0.0,0.41,1.66,0.4,0.0,0.0
Mettur,2020-05-13,0.0,0.2,1.52,0.4,0.0,0.0
Mettur,2020-05-14,0.0,0.11,1.66,0.4,0.0,0.0
Mettur,2020-05-15,0.0,0.24,1.93,0.4,0.0,0.0
Mettur,2020-05-16,0.0,0.23,1.02,0.4,0.0,0.0
Mettur,2020-05-17,0.0,0.29,1.02,0.4,0.0,0.0
Mettur,2020-05-18,2.98,6.21,1.23,0.4,0.4985,19.17
Mettur,2020-05-19,0.0,0.11,1.36,0.4,0.3743,14.4
Mettur,2020-05-20,0.0,0.25,1.97,0.4,0.2024,7.79
Mettur,2020-05-21,0.0,0.2,1.71,0.4,0.0509,1.96
Mettur,2020-05-22,0.0,0.24,1.06,0.4,0.0,0.0
Mettur,2020-05-23,0.0,0.22,1.29,0.4,0.0,0.0
Mettur,2020-05-24,0.0,0.49,1.6,0.4,0.0,0.0
Mettur,2020-05-25,0.0,0.42,1.57,0.4,0.0,0.0
Mettur,2020-05-26,0.0,0.38,1.28,0.4,0.0,0.0
Mettur,2020-05-27,0.0,0.17,1.52,0.4,0.0,0.0
Mettur,2020-05-28,0.0,0.22,1.57,0.4,0.0,0.0
Mettur,2020-05-29,0.0,0.16,1.16,0.4,0.0,0.0
Mettur,2020-05-30,0.0,0.48,1.45,0.4,0.0,0.0
Mettur,2020-05-31,0.07,0.54,1.1,0.4,0.0,0.0
Mettur,2020-06-01,12.4,25.14,0.88,0.4,2.426,93.31
Mettur,2020-06-02,11.31,23.09,0.89,0.4,2.6,100.0
Mettur,2020-06-03,13.6,27.44,0.66,0.4,2.6,100.0
Mettur,2020-06-04,6.16,12.48,0.89,0.4,2.6,100.0
Mettur,2020-06-05,14.2,28.68,0.74,0.4,2.6,100.0
Mettur,2020-06-06,2.73,5.94,0.86,0.4,2.6,100.0
Mettur,2020-06-07,0.0,0.28,0.61,0.4,2.5668,98.72
Mettur,2020-06-08,6.44,13.3,0.72,0.4,2.6,100.0
Mettur,2020-06-09,12.51,25.39,0.96,0.4,2.6,100.0
Mettur,2020-06-10,0.0,0.49,0.84,0.4,2.5646,98.64
Mettur,2020-06-11,0.0,0.46,0.59,0.4,2.551,98.12
Mettur,2020-06-12,4.86,10.05,0.69,0.4,2.6,100.0
Mettur,2020-06-13,0.0,0.25,1.0,0.4,2.5254,97.13
Mettur,2020-06-14,0.0,0.3,0.55,0.4,2.5007,96.18
Mettur,2020-06-15,20.69,41.61,0.83,0.4,2.6,100.0
Mettur,2020-06-16,17.08,34.6,0.76,0.4,2.6,100.0
Mettur,2020-06-17,8.54,17.2,0.65,0.4,2.6,100.0
Mettur,2020-06-18,0.0,0.3,0.55,0.4,2.5758,99.07
Mettur,2020-06-19,5.86,12.09,0.86,0.4,2.6,100.0
Mettur,2020-06-20,0.0,0.12,0.88,0.4,2.5244,97.09
Mettur,2020-06-21,11.34,23.07,0.58,0.4,2.6,100.0
Mettur,2020-06-22,5.39,11.04,1.0,0.4,2.6,100.0
Mettur,2020-06-23,17.54,35.49,0.83,0.4,2.6,100.0
Mettur,2020-06-24,4.82,9.99,0.8,0.4,2.6,100.0
Mettur,2020-06-25,0.0,0.19,0.86,0.4,2.5328,97.41
Mettur,2020-06-26,0.0,0.23,0.5,0.4,2.5052,96.35
Mettur,2020-06-27,5.75,11.62,0.64,0.4,2.6,100.0
Mettur,2020-06-28,0.0,0.47,0.88,0.4,2.5591,98.43
Mettur,2020-06-29,12.51,25.12,0.53,0.4,2.6,100.0
Mettur,2020-06-30,0.0,0.13,0.74,0.4,2.5383,97.63
Mettur,2020-07-01,7.84,15.86,0.93,0.4,2.6,100.0
Mettur,2020-07-02,3.01,6.46,0.55,0.4,2.6,100.0
Mettur,2020-07-03,13.4,26.91,0.67,0.4,2.6,100.0
Mettur,2020-07-04,2.19,4.86,0.86,0.4,2.6,100.0
Mettur,2020-07-05,11.15,22.47,0.75,0.4,2.6,100.0
Mettur,2020-07-06,0.54,1.42,0.66,0.4,2.6,100.0
Mettur,2020-07-07,4.6,9.33,0.89,0.4,2.6,100.0
Mettur,2020-07-08,0.0,0.42,0.62,0.4,2.5798,99.22
Mettur,2020-07-09,8.73,17.78,0.79,0.4,2.6,100.0
Mettur,2020-07-10,10.0,20.32,0.65,0.4,2.6,100.0
Mettur,2020-07-11,8.9,18.12,0.63,0.4,2.6,100.0
Mettur,2020-07-12,6.29,12.71,0.66,0.4,2.6,100.0
Mettur,2020-07-13,6.77,13.96,0.98,0.4,2.6,100.0
Mettur,2020-07-14,0.0,0.15,0.92,0.4,2.5228,97.03
Mettur,2020-07-15,0.0,0.26,0.76,0.4,2.4735,95.13
Mettur,2020-07-16,5.67,11.51,0.92,0.4,2.6,100.0
Mettur,2020-07-17,23.38,46.9,0.73,0.4,2.6,100.0
Mettur,2020-07-18,10.21,20.85,0.57,0.4,2.6,100.0
Mettur,2020-07-19,3.22,6.84,0.98,0.4,2.6,100.0
Mettur,2020-07-20,15.25,30.83,0.87,0.4,2.6,100.0
Mettur,2020-07-21,16.18,32.66,0.75,0.4,2.6,100.0
Mettur,2020-07-22,15.05,30.2,0.9,0.4,2.6,100.0
Mettur,2020-07-23,0.0,0.38,0.66,0.4,2.572,98.92
Mettur,2020-07-24,4.3,9.05,0.91,0.4,2.6,100.0
Mettur,2020-07-25,0.0,0.12,0.88,0.4,2.5241,97.08
Mettur,2020-07-26,0.0,0.29,0.74,0.4,2.479,95.35
Mettur,2020-07-27,3.82,7.96,0.63,0.4,2.6,100.0
Mettur,2020-07-28,13.82,28.0,0.83,0.4,2.6,100.0
Mettur,2020-07-29,6.47,13.38,0.6,0.4,2.6,100.0
Mettur,2020-07-30,12.09,24.48,0.63,0.4,2.6,100.0
Mettur,2020-07-31,10.33,20.88,0.67,0.4,2.6,100.0
Mettur,2020-08-01,10.93,22.35,0.7,0.4,2.6,100.0
Mettur,2020-08-02,1.23,2.76,0.79,0.4,2.6,100.0
Mettur,2020-08-03,3.79,7.8,0.82,0.4,2.6,100.0
Mettur,2020-08-04,6.82,13.92,0.56,0.4,2.6,100.0
Mettur,2020-08-05,7.87,16.22,0.98,0.4,2.6,100.0
Mettur,2020-08-06,6.72,13.59,0.76,0.4,2.6,100.0
Mettur,2020-08-07,25.48,51.2,0.89,0.4,2.6,100.0
Mettur,2020-08-08,2.03,4.47,0.55,0.4,2.6,100.0
Mettur,2020-08-09,1.12,2.68,0.57,0.4,2.6,100.0
Mettur,2020-08-10,18.79,37.76,0.81,0.4,2.6,100.0
Mettur,2020-08-11,0.0,0.26,0.62,0.4,2.5641,98.62
Mettur,2020-08-12,21.36,43.21,0.62,0.4,2.6,100.0
Mettur,2020-08-13,0.0,0.4,0.72,0.4,2.5685,98.79
Mettur,2020-08-14,9.86,20.03,0.62,0.4,2.6,100.0
Mettur,2020-08-15,0.0,0.35,0.77,0.4,2.5585,98.4
Mettur,2020-08-16,1.5,3.13,0.56,0.4,2.6,100.0
Mettur,2020-08-17,20.52,41.35,0.86,0.4,2.6,100.0
Mettur,2020-08-18,2.88,6.04,0.81,0.4,2.6,100.0
Mettur,2020-08-19,8.97,18.19,0.62,0.4,2.6,100.0
Mettur,2020-08-20,0.0,0.19,0.63,0.4,2.5556,98.29
Mettur,2020-08-21,12.84,25.93,0.6,0.4,2.6,100.0
Mettur,2020-08-22,9.96,20.22,0.8,0.4,2.6,100.0
Mettur,2020-08-23,21.37,43.12,0.96,0.4,2.6,100.0
Mettur,2020-08-24,3.6,7.49,0.74,0.4,2.6,100.0
Mettur,2020-08-25,12.97,26.1,0.72,0.4,2.6,100.0
Mettur,2020-08-26,8.72,17.66,0.52,0.4,2.6,100.0
Mettur,2020-08-27,8.73,17.92,0.64,0.4,2.6,100.0
Mettur,2020-08-28,0.0,0.15,0.82,0.4,2.5329,97.42
Mettur,2020-08-29,7.94,16.13,0.59,0.4,2.6,100.0
Mettur,2020-08-30,0.0,0.35,0.97,0.4,2.538,97.62
Mettur,2020-08-31,0.0,0.2,0.76,0.4,2.4823,95.47
Mettur,2020-09-01,0.0,0.11,0.68,0.4,2.4256,93.29
Mettur,2020-09-02,3.02,6.22,0.78,0.4,2.6,100.0
Mettur,2020-09-03,17.6,35.38,0.79,0.4,2.6,100.0
Mettur,2020-09-04,26.29,52.86,0.93,0.4,2.6,100.0
Mettur,2020-09-05,4.38,9.16,0.54,0.4,2.6,100.0
Mettur,2020-09-06,18.94,38.26,0.82,0.4,2.6,100.0
Mettur,2020-09-07,0.0,0.26,0.88,0.4,2.5378,97.61
Mettur,2020-09-08,5.29,11.0,0.86,0.4,2.6,100.0
Mettur,2020-09-09,10.44,20.99,0.88,0.4,2.6,100.0
Mettur,2020-09-10,2.59,5.51,0.65,0.4,2.6,100.0
Mettur,2020-09-11,0.0,0.12,0.93,0.4,2.5189,96.88
Mettur,2020-09-12,2.0,4.21,0.71,0.4,2.6,100.0
Mettur,2020-09-13,17.26,34.95,0.72,0.4,2.6,100.0
Mettur,2020-09-14,7.71,15.78,0.55,0.4,2.6,100.0
Mettur,2020-09-15,0.0,0.2,0.6,0.4,2.5598,98.45
Mettur,2020-09-16,0.0,0.2,0.54,0.4,2.5255,97.13
Mettur,2020-09-17,0.0,0.27,0.6,0.4,2.4922,95.85
Mettur,2020-09-18,4.91,10.13,0.6,0.4,2.6,100.0
Mettur,2020-09-19,0.0,0.35,0.86,0.4,2.5494,98.05
Mettur,2020-09-20,2.71,5.64,0.72,0.4,2.6,100.0
Mettur,2020-09-21,17.8,36.03,0.6,0.4,2.6,100.0
Mettur,2020-09-22,0.0,0.46,0.99,0.4,2.5473,97.97
Mettur,2020-09-23,15.01,30.27,0.84,0.4,2.6,100.0
Mettur,2020-09-24,12.72,25.67,0.53,0.4,2.6,100.0
Mettur,2020-09-25,0.0,0.26,0.91,0.4,2.5344,97.48
Mettur,2020-09-26,9.02,18.54,0.61,0.4,2.6,100.0
Mettur,2020-09-27,15.3,30.87,0.97,0.4,2.6,100.0
Mettur,2020-09-28,6.78,13.92,0.95,0.4,2.6,100.0
Mettur,2020-09-29,0.0,0.24,0.62,0.4,2.5626,98.56
Mettur,2020-09-30,16.79,33.72,0.89,0.4,2.6,100.0
Mettur,2020-10-01,0.0,0.33,1.69,0.4,2.4636,94.75
Mettur,2020-10-02,1.6,3.46,1.59,0.4,2.6,100.0
Mettur,2020-10-03,0.0,0.42,1.61,0.4,2.4808,95.42
Mettur,2020-10-04,0.0,0.13,1.92,0.4,2.3014,88.52
Mettur,2020-10-05,0.0,0.44,1.03,0.4,2.2433,86.28
Mettur,2020-10-06,0.0,0.31,1.63,0.4,2.1109,81.19
Mettur,2020-10-07,0.0,0.32,1.59,0.4,1.9844,76.32
Mettur,2020-10-08,0.0,0.4,1.34,0.4,1.8905,72.71
Mettur,2020-10-09,0.0,0.26,1.41,0.4,1.7751,68.27
Mettur,2020-10-10,0.0,0.26,1.12,0.4,1.6885,64.94
Mettur,2020-10-11,0.0,0.25,1.64,0.4,1.5489,59.57
Mettur,2020-10-12,3.03,6.51,1.23,0.4,2.077,79.88
Mettur,2020-10-13,0.92,2.19,1.21,0.4,2.175,83.66
Mettur,2020-10-14,0.4,1.27,1.67,0.4,2.1342,82.09
Mettur,2020-10-15,2.77,5.83,1.76,0.4,2.5412,97.74
Mettur,2020-10-16,0.01,0.47,1.35,0.4,2.4535,94.36
Mettur,2020-10-17,0.0,0.28,1.24,0.4,2.3579,90.69
Mettur,2020-10-18,0.0,0.25,1.13,0.4,2.2705,87.33
Mettur,2020-10-19,0.0,0.48,1.94,0.4,2.1244,81.71
Mettur,2020-10-20,0.0,0.22,1.88,0.4,1.9579,75.3
Mettur,2020-10-21,1.3,3.08,1.04,0.4,2.1618,83.15
Mettur,2020-10-22,0.0,0.42,1.59,0.4,2.0446,78.64
Mettur,2020-10-23,0.0,0.41,1.76,0.4,1.9095,73.44
Mettur,2020-10-24,0.0,0.34,1.57,0.4,1.7871,68.73
Mettur,2020-10-25,0.06,0.47,1.18,0.4,1.7158,65.99
Mettur,2020-10-26,3.29,6.74,1.64,0.4,2.2253,85.59
Mettur,2020-10-27,0.64,1.5,1.99,0.4,2.1762,83.7
Mettur,2020-10-28,0.0,0.13,1.29,0.4,2.0601,79.24
Mettur,2020-10-29,0.0,0.31,1.64,0.4,1.9269,74.11
Mettur,2020-10-30,0.0,0.36,1.69,0.4,1.7934,68.98
Mettur,2020-10-31,0.0,0.22,1.47,0.4,1.6685,64.17
Mettur,2020-11-01,0.0,0.28,1.75,0.4,1.5222,58.55
Mettur,2020-11-02,0.0,0.21,2.0,0.4,1.344,51.69
Mettur,2020-11-03,0.0,0.45,1.66,0.4,1.2226,47.02
Mettur,2020-11-04,0.25,0.98,1.33,0.4,1.1876,45.68
Mettur,2020-11-05,1.09,2.66,1.12,0.4,1.3422,51.62
Mettur,2020-11-06,0.0,0.33,1.98,0.4,1.177,45.27
Mettur,2020-11-07,0.01,0.26,1.61,0.4,1.0414,40.06
Mettur,2020-11-08,0.0,0.14,1.72,0.4,0.8831,33.96
Mettur,2020-11-09,0.0,0.19,1.56,0.4,0.7454,28.67
Mettur,2020-11-10,0.84,1.92,1.25,0.4,0.8126,31.25
Mettur,2020-11-11,0.0,0.34,1.79,0.4,0.6678,25.68
Mettur,2020-11-12,2.32,5.05,1.76,0.4,0.9976,38.37
Mettur,2020-11-13,0.87,2.04,1.61,0.4,1.0407,40.03
Mettur,2020-11-14,0.0,0.12,1.8,0.4,0.8727,33.56
Mettur,2020-11-15,0.0,0.31,1.08,0.4,0.7953,30.59
Mettur,2020-11-16,0.26,0.78,1.59,0.4,0.7144,27.48
Mettur,2020-11-17,0.0,0.21,1.18,0.4,0.6175,23.75
Mettur,2020-11-18,0.0,0.39,1.62,0.4,0.4941,19.0
Mettur,2020-11-19,0.0,0.22,1.58,0.4,0.358,13.77
Mettur,2020-11-20,0.0,0.4,1.32,0.4,0.2661,10.23
Mettur,2020-11-21,0.0,0.2,1.23,0.4,0.1634,6.28
Mettur,2020-11-22,0.0,0.27,1.06,0.4,0.0841,3.23
Mettur,2020-11-23,0.0,0.49,1.49,0.4,0.0,0.0
Mettur,2020-11-24,0.0,0.11,1.47,0.4,0.0,0.0
Mettur,2020-11-25,0.0,0.47,1.33,0.4,0.0,0.0
Mettur,2020-11-26,0.0,0.49,1.83,0.4,0.0,0.0
Mettur,2020-11-27,0.06,0.38,1.62,0.4,0.0,0.0
Mettur,2020-11-28,0.0,0.23,1.39,0.4,0.0,0.0
Mettur,2020-11-29,0.0,0.46,1.35,0.4,0.0,0.0
Mettur,2020-11-30,0.0,0.43,1.78,0.4,0.0,0.0
Mettur,2020-12-01,3.33,6.77,1.59,0.4,0.5179,19.92
Mettur,2020-12-02,0.0,0.32,1.12,0.4,0.4376,16.83
Mettur,2020-12-03,0.0,0.49,2.0,0.4,0.2865,11.02
Mettur,2020-12-04,0.0,0.42,1.61,0.4,0.1677,6.45
Mettur,2020-12-05,0.0,0.16,1.45,0.4,0.0394,1.52
Mettur,2020-12-06,0.23,0.79,1.53,0.4,0.0,0.0
Mettur,2020-12-07,0.0,0.38,1.8,0.4,0.0,0.0
Mettur,2020-12-08,0.0,0.39,1.42,0.4,0.0,0.0
Mettur,2020-12-09,0.0,0.36,1.22,0.4,0.0,0.0
Mettur,2020-12-10,0.0,0.28,1.11,0.4,0.0,0.0
Mettur,2020-12-11,0.0,0.29,1.72,0.4,0.0,0.0
Mettur,2020-12-12,0.0,0.43,1.12,0.4,0.0,0.0
Mettur,2020-12-13,3.73,7.85,1.18,0.4,0.6673,25.67
Mettur,2020-12-14,0.0,0.15,1.33,0.4,0.5489,21.11
Mettur,2020-12-15,0.04,0.27,1.01,0.4,0.4746,18.26
Mettur,2020-12-16,0.0,0.27,1.37,0.4,0.3648,14.03
Mettur,2020-12-17,0.0,0.48,1.19,0.4,0.2934,11.28
Mettur,2020-12-18,0.0,0.23,1.9,0.4,0.1266,4.87
Mettur,2020-12-19,2.52,5.38,1.29,0.4,0.5352,20.59
Mettur,2020-12-20,0.0,0.24,1.41,0.4,0.4187,16.1
Mettur,2020-12-21,0.0,0.2,1.01,0.4,0.3373,12.97
Mettur,2020-12-22,0.0,0.17,1.18,0.4,0.237,9.11
Mettur,2020-12-23,0.0,0.44,1.85,0.4,0.0967,3.72
Mettur,2020-12-24,0.04,0.32,1.17,0.4,0.0107,0.41
Mettur,2020-12-25,0.0,0.31,1.77,0.4,0.0,0.0
Mettur,2020-12-26,0.0,0.49,1.33,0.4,0.0,0.0
Mettur,2020-12-27,0.0,0.38,1.38,0.4,0.0,0.0
Mettur,2020-12-28,0.0,0.49,1.06,0.4,0.0,0.0
Mettur,2020-12-29,0.81,1.93,1.45,0.4,0.0477,1.83
Mettur,2020-12-30,0.0,0.25,1.9,0.4,0.0,0.0
Mettur,2020-12-31,0.0,0.45,1.17,0.4,0.0,0.0
Mettur,2021-01-01,0.0,0.31,1.92,0.4,0.0,0.0
Mettur,2021-01-02,0.0,0.43,1.98,0.4,0.0,0.0
Mettur,2021-01-03,0.0,0.38,1.03,0.4,0.0,0.0
Mettur,2021-01-04,0.0,0.36,1.33,0.4,0.0,0.0
Mettur,2021-01-05,0.0,0.33,1.94,0.4,0.0,0.0
Mettur,2021-01-06,0.77,1.99,1.94,0.4,0.0045,0.17
Mettur,2021-01-07,0.0,0.14,1.84,0.4,0.0,0.0
Mettur,2021-01-08,0.0,0.32,1.76,0.4,0.0,0.0
Mettur,2021-01-09,0.0,0.12,1.23,0.4,0.0,0.0
Mettur,2021-01-10,0.0,0.36,1.32,0.4,0.0,0.0
Mettur,2021-01-11,0.0,0.24,1.39,0.4,0.0,0.0
Mettur,2021-01-12,0.0,0.47,1.32,0.4,0.0,0.0
Mettur,2021-01-13,0.0,0.24,1.53,0.4,0.0,0.0
Mettur,2021-01-14,0.0,0.36,1.74,0.4,0.0,0.0
Mettur,2021-01-15,0.0,0.22,1.91,0.4,0.0,0.0
Mettur,2021-01-16,0.01,0.26,1.08,0.4,0.0,0.0
Mettur,2021-01-17,0.0,0.1,1.75,0.4,0.0,0.0
Mettur,2021-01-18,0.33,0.93,1.48,0.4,0.0,0.0
Mettur,2021-01-19,0.0,0.47,1.76,0.4,0.0,0.0
Mettur,2021-01-20,0.0,0.32,1.56,0.4,0.0,0.0
Mettur,2021-01-21,0.0,0.3,1.69,0.4,0.0,0.0
Mettur,2021-01-22,0.0,0.39,1.72,0.4,0.0,0.0
Mettur,2021-01-23,0.0,0.38,1.82,0.4,0.0,0.0
Mettur,2021-01-24,0.0,0.35,1.05,0.4,0.0,0.0
Mettur,2021-01-25,0.0,0.15,1.13,0.4,0.0,0.0
Mettur,2021-01-26,0.0,0.19,1.48,0.4,0.0,0.0
Mettur,2021-01-27,0.0,0.47,1.4,0.4,0.0,0.0
Mettur,2021-01-28,0.0,0.18,1.23,0.4,0.0,0.0
Mettur,2021-01-29,0.0,0.31,1.34,0.4,0.0,0.0
Mettur,2021-01-30,0.0,0.26,1.55,0.4,0.0,0.0
Mettur,2021-01-31,0.0,0.42,1.85,0.4,0.0,0.0
Mettur,2021-02-01,0.0,0.42,1.84,0.4,0.0,0.0
Mettur,2021-02-02,0.0,0.39,1.68,0.4,0.0,0.0
Mettur,2021-02-03,0.19,0.57,1.02,0.4,0.0,0.0
Mettur,2021-02-04,0.65,1.68,1.13,0.4,0.0554,2.13
Mettur,2021-02-05,0.0,0.16,1.85,0.4,0.0,0.0
Mettur,2021-02-06,0.01,0.37,1.6,0.4,0.0,0.0
Mettur,2021-02-07,0.79,1.85,1.04,0.4,0.0802,3.09
Mettur,2021-02-08,0.48,1.1,1.07,0.4,0.0828,3.19
Mettur,2021-02-09,0.0,0.47,1.31,0.4,0.0,0.0
Mettur,2021-02-10,0.0,0.36,1.41,0.4,0.0,0.0
Mettur,2021-02-11,0.0,0.44,1.3,0.4,0.0,0.0
Mettur,2021-02-12,0.0,0.31,1.88,0.4,0.0,0.0
Mettur,2021-02-13,0.07,0.38,1.47,0.4,0.0,0.0
Mettur,2021-02-14,0.0,0.18,1.18,0.4,0.0,0.0
Mettur,2021-02-15,0.0,0.47,1.49,0.4,0.0,0.0
Mettur,2021-02-16,0.01,0.46,1.17,0.4,0.0,0.0
Mettur,2021-02-17,0.0,0.2,1.31,0.4,0.0,0.0
Mettur,2021-02-18,0.0,0.14,2.0,0.4,0.0,0.0
Mettur,2021-02-19,1.11,2.54,1.31,0.4,0.1233,4.74
Mettur,2021-02-20,0.0,0.44,1.42,0.4,0.0247,0.95
Mettur,2021-02-21,0.0,0.19,1.44,0.4,0.0,0.0
Mettur,2021-02-22,0.0,0.11,1.92,0.4,0.0,0.0
Mettur,2021-02-23,0.0,0.28,1.54,0.4,0.0,0.0
Mettur,2021-02-24,0.0,0.33,1.63,0.4,0.0,0.0
Mettur,2021-02-25,0.0,0.39,1.88,0.4,0.0,0.0
Mettur,2021-02-26,0.0,0.24,1.05,0.4,0.0,0.0
Mettur,2021-02-27,0.0,0.11,1.8,0.4,0.0,0.0
Mettur,2021-02-28,0.0,0.48,1.31,0.4,0.0,0.0
