Date,City,Area_Type,Water_Demand,Temperature,Rainfall,Population,Reservoir_Level,Water_Tariff,Weather,Season,Holiday
2024-01-20,Indore,Rural,1700,13,1,2000000,6260,8,Cloudy,Winter,0
2024-01-21,Jabalpur,Urban,1252,23,0,800000,5314,8,Sunny,Winter,1
2024-01-22,Indore,Rural,1647,17,0,2000000,3548,7,Sunny,Winter,1
2024-01-23,Bhopal,Rural,1231,11,1,1500000,3571,8,Cloudy,Winter,0
2024-01-24,Ujjain,Rural,810,23,1,700000,5244,8,Cloudy,Winter,0
2024-01-25,Indore,Urban,2621,16,0,2000000,6084,7,Sunny,Winter,0
2024-01-26,Indore,Rural,1682,12,1,2000000,7689,8,Cloudy,Winter,0
2024-01-27,Ujjain,Urban,1069,20,2,700000,4390,7,Cloudy,Winter,0
2024-01-28,Bhopal,Urban,1914,18,2,1500000,5917,9,Cloudy,Winter,0
2024-01-29,Jabalpur,Rural,898,24,1,800000,6655,7,Cloudy,Winter,0
2024-01-30,Gwalior,Urban,1356,10,2,1000000,3972,8,Cloudy,Winter,0
2024-01-31,Indore,Urban,2595,15,1,2000000,6197,6,Cloudy,Winter,0
2024-02-01,Jabalpur,Urban,1013,12,1,800000,7994,8,Cloudy,Winter,0
2024-02-02,Jabalpur,Rural,823,14,1,800000,4894,7,Cloudy,Winter,1
2024-02-03,Jabalpur,Rural,706,15,2,800000,4644,6,Cloudy,Winter,0
2024-02-04,Gwalior,Urban,1329,12,1,1000000,5330,6,Cloudy,Winter,0
2024-02-05,Gwalior,Urban,1345,20,2,1000000,3689,8,Cloudy,Winter,0
2024-02-06,Bhopal,Urban,1959,10,2,1500000,4412,9,Cloudy,Winter,0
2024-02-07,Gwalior,Rural,974,12,1,1000000,4391,6,Cloudy,Winter,1
2024-02-08,Bhopal,Urban,1901,13,2,1500000,4073,7,Cloudy,Winter,0
2024-02-09,Jabalpur,Urban,987,13,2,800000,6662,8,Cloudy,Winter,0
2024-02-10,Ujjain,Urban,1103,17,0,700000,4279,7,Sunny,Winter,1
2024-02-11,Ujjain,Rural,697,23,2,700000,3888,6,Cloudy,Winter,0
2024-02-12,Ujjain,Urban,1041,22,0,700000,5061,9,Sunny,Winter,0
2024-02-13,Indore,Urban,2631,23,0,2000000,6165,6,Sunny,Winter,0
2024-02-14,Ujjain,Rural,571,12,0,700000,5681,9,Sunny,Winter,0
2024-02-15,Bhopal,Urban,2005,16,1,1500000,3596,8,Cloudy,Winter,0
2024-02-16,Bhopal,Rural,1359,14,0,1500000,4551,8,Sunny,Winter,0
2024-02-17,Bhopal,Urban,1906,18,1,1500000,5659,7,Cloudy,Winter,0
2024-02-18,Indore,Urban,2553,15,2,2000000,4632,7,Cloudy,Winter,0
2024-02-19,Bhopal,Rural,1285,13,0,1500000,4706,8,Sunny,Winter,0
2024-02-20,Gwalior,Urban,1335,16,1,1000000,7897,8,Cloudy,Winter,0
2024-02-21,Bhopal,Urban,1926,11,1,1500000,3228,8,Cloudy,Winter,0
2024-02-22,Indore,Rural,1745,11,2,2000000,3498,7,Cloudy,Winter,0
2024-02-23,Indore,Urban,2579,16,1,2000000,7565,7,Cloudy,Winter,0
2024-02-24,Bhopal,Rural,1408,20,0,1500000,5521,7,Sunny,Winter,0
2024-02-25,Gwalior,Rural,1009,17,2,1000000,6199,9,Cloudy,Winter,0
2024-02-26,Bhopal,Rural,1354,10,2,1500000,3082,7,Cloudy,Winter,0
2024-02-27,Gwalior,Urban,1397,23,0,1000000,7554,9,Sunny,Winter,0
2024-02-28,Jabalpur,Urban,1022,11,0,800000,5159,7,Sunny,Winter,0
2024-02-29,Bhopal,Urban,2001,16,0,1500000,4301,8,Sunny,Winter,0
2024-03-01,Jabalpur,Urban,1069,11,2,800000,4916,6,Cloudy,Winter,0
2024-03-02,Ujjain,Urban,952,10,2,700000,4551,9,Cloudy,Winter,0
2024-03-03,Indore,Urban,2593,10,1,2000000,6960,8,Cloudy,Winter,0
2024-03-04,Gwalior,Urban,1477,21,2,1000000,4004,9,Cloudy,Winter,0
2024-03-05,Jabalpur,Rural,708,11,0,800000,5699,7,Sunny,Winter,0
2024-03-06,Bhopal,Urban,1901,15,2,1500000,4221,8,Cloudy,Winter,0
2024-03-07,Ujjain,Urban,1048,16,1,700000,6918,9,Cloudy,Winter,1
2024-03-08,Bhopal,Urban,2119,22,2,1500000,7280,6,Cloudy,Winter,0
2024-03-09,Indore,Urban,2592,16,1,2000000,6791,7,Cloudy,Winter,0
2024-03-10,Jabalpur,Urban,1085,16,0,800000,5728,8,Sunny,Winter,0
2024-03-11,Indore,Urban,2530,11,2,2000000,3616,6,Cloudy,Winter,0
2024-03-12,Gwalior,Urban,1344,16,1,1000000,6161,7,Cloudy,Winter,0
2024-03-13,Ujjain,Urban,933,10,0,700000,7078,7,Sunny,Winter,0
2024-03-14,Gwalior,Urban,1341,18,2,1000000,3666,9,Cloudy,Winter,0
2024-03-15,Jabalpur,Rural,639,11,2,800000,5060,8,Cloudy,Winter,0
2024-03-16,Gwalior,Urban,1443,24,1,1000000,5584,6,Cloudy,Winter,0
2024-03-17,Ujjain,Urban,1105,22,1,700000,7704,6,Cloudy,Winter,0
2024-03-18,Bhopal,Urban,2034,18,1,1500000,5883,6,Cloudy,Winter,0
2024-03-19,Indore,Rural,1708,17,1,2000000,5708,7,Cloudy,Winter,0
2024-03-20,Indore,Urban,2514,11,1,2000000,3556,7,Cloudy,Winter,0
2024-03-21,Bhopal,Urban,1985,13,1,1500000,7654,8,Cloudy,Winter,0
2024-03-22,Ujjain,Urban,1046,24,0,700000,5905,9,Sunny,Winter,0
2024-03-23,Indore,Urban,2633,21,0,2000000,4716,8,Sunny,Winter,0
2024-03-24,Indore,Urban,2627,21,0,2000000,7272,9,Sunny,Winter,0
2024-03-25,Jabalpur,Rural,867,19,2,800000,6701,8,Cloudy,Winter,0
2024-03-26,Gwalior,Rural,925,22,1,1000000,4152,6,Cloudy,Winter,0
2024-03-27,Indore,Urban,2617,16,1,2000000,7243,9,Cloudy,Winter,0
2024-03-28,Jabalpur,Urban,1260,23,2,800000,7633,6,Cloudy,Winter,0
2024-03-29,Jabalpur,Rural,705,22,1,800000,3397,9,Cloudy,Winter,0
2024-03-30,Gwalior,Rural,857,10,0,1000000,4751,7,Sunny,Winter,0
2024-03-31,Indore,Urban,2524,13,1,2000000,4102,6,Cloudy,Winter,0
2024-04-01,Gwalior,Rural,1001,35,2,1000000,7994,8,Cloudy,Summer,0
2024-04-02,Indore,Rural,1803,34,1,2000000,4532,7,Cloudy,Summer,0
2024-04-03,Gwalior,Urban,1684,43,3,1000000,6122,9,Cloudy,Summer,0
2024-04-04,Jabalpur,Urban,1398,42,4,800000,3815,8,Cloudy,Summer,0
2024-04-05,Jabalpur,Urban,1318,34,1,800000,3534,6,Cloudy,Summer,0
2024-04-06,Jabalpur,Urban,1374,32,1,800000,4172,6,Cloudy,Summer,0
2024-04-07,Indore,Urban,2829,34,1,2000000,3363,8,Cloudy,Summer,0
2024-04-08,Bhopal,Rural,1550,32,0,1500000,6005,8,Sunny,Summer,0
2024-04-09,Gwalior,Urban,1617,41,4,1000000,7309,6,Cloudy,Summer,1
2024-04-10,Ujjain,Urban,1329,43,0,700000,3865,7,Sunny,Summer,0
2024-04-11,Jabalpur,Urban,1358,40,3,800000,5567,7,Cloudy,Summer,0
2024-04-12,Ujjain,Rural,823,36,3,700000,3873,9,Cloudy,Summer,0
2024-04-13,Indore,Urban,2727,36,3,2000000,3477,8,Cloudy,Summer,0
2024-04-14,Bhopal,Urban,2115,37,4,1500000,7181,9,Cloudy,Summer,0
2024-04-15,Indore,Urban,2727,34,1,2000000,3919,8,Cloudy,Summer,0
2024-04-16,Ujjain,Urban,1297,36,0,700000,5086,9,Sunny,Summer,0
2024-04-17,Indore,Urban,2821,40,3,2000000,4995,9,Cloudy,Summer,0
2024-04-18,Indore,Urban,2733,35,1,2000000,6865,6,Cloudy,Summer,0
2024-04-19,Indore,Urban,2726,39,4,2000000,5623,8,Cloudy,Summer,0
2024-04-20,Ujjain,Urban,1135,32,4,700000,6874,8,Cloudy,Summer,0
2024-04-21,Indore,Urban,2725,39,4,2000000,3308,7,Cloudy,Summer,0
2024-04-22,Bhopal,Rural,1579,41,1,1500000,3942,6,Cloudy,Summer,0
2024-04-23,Gwalior,Rural,1009,33,4,1000000,3953,8,Cloudy,Summer,0
2024-04-24,Bhopal,Urban,2159,33,4,1500000,7152,9,Cloudy,Summer,0
2024-04-25,Ujjain,Urban,1233,34,1,700000,5938,7,Cloudy,Summer,0
2024-04-26,Gwalior,Rural,1089,43,3,1000000,5636,6,Cloudy,Summer,0
2024-04-27,Indore,Urban,2825,38,1,2000000,3253,9,Cloudy,Summer,0
2024-04-28,Ujjain,Urban,1277,42,1,700000,5892,6,Cloudy,Summer,0
2024-04-29,Indore,Rural,1935,39,3,2000000,6426,8,Cloudy,Summer,0
2024-04-30,Gwalior,Rural,930,32,3,1000000,7121,6,Cloudy,Summer,0
2024-05-01,Ujjain,Urban,1363,44,4,700000,5508,8,Cloudy,Summer,1
2024-05-02,Ujjain,Rural,829,39,4,700000,7452,9,Cloudy,Summer,0
2024-05-03,Gwalior,Urban,1659,36,3,1000000,7379,9,Cloudy,Summer,0
2024-05-04,Indore,Rural,1948,44,1,2000000,5415,7,Cloudy,Summer,0
2024-05-05,Indore,Urban,2802,36,0,2000000,6639,6,Sunny,Summer,0
2024-05-06,Jabalpur,Urban,1350,40,4,800000,7277,8,Cloudy,Summer,0
2024-05-07,Gwalior,Rural,1000,39,3,1000000,7310,9,Cloudy,Summer,0
2024-05-08,Ujjain,Urban,1341,44,4,700000,7002,7,Cloudy,Summer,0
2024-05-09,Indore,Rural,1900,35,4,2000000,7524,7,Cloudy,Summer,0
2024-05-10,Indore,Rural,1829,35,4,2000000,5793,6,Cloudy,Summer,0
2024-05-11,Indore,Urban,2855,42,2,2000000,6757,7,Cloudy,Summer,0
2024-05-12,Indore,Urban,2866,37,3,2000000,3835,8,Cloudy,Summer,0
2024-05-13,Bhopal,Urban,2162,38,2,1500000,7022,9,Cloudy,Summer,0
2024-05-14,Indore,Urban,2987,44,2,2000000,7573,9,Cloudy,Summer,0
2024-05-15,Jabalpur,Urban,1409,37,1,800000,3587,8,Cloudy,Summer,0
2024-05-16,Gwalior,Rural,1063,41,4,1000000,7302,8,Cloudy,Summer,1
2024-05-17,Ujjain,Urban,1142,32,1,700000,7428,8,Cloudy,Summer,0
2024-05-18,Indore,Urban,2717,35,3,2000000,3018,6,Cloudy,Summer,0
2024-05-19,Bhopal,Urban,2117,35,2,1500000,7150,7,Cloudy,Summer,0
2024-05-20,Bhopal,Urban,2251,36,1,1500000,4381,8,Cloudy,Summer,1
2024-05-21,Jabalpur,Urban,1302,32,3,800000,6814,7,Cloudy,Summer,0
2024-05-22,Ujjain,Urban,1109,32,4,700000,6645,8,Cloudy,Summer,0
2024-05-23,Jabalpur,Urban,1422,35,1,800000,3445,6,Cloudy,Summer,0
2024-05-24,Gwalior,Urban,1720,41,0,1000000,7025,8,Sunny,Summer,0
2024-05-25,Gwalior,Urban,1699,37,0,1000000,6588,9,Sunny,Summer,0
2024-05-26,Bhopal,Urban,2214,32,0,1500000,6497,6,Sunny,Summer,0
2024-05-27,Jabalpur,Rural,898,44,4,800000,5731,6,Cloudy,Summer,0
2024-05-28,Jabalpur,Urban,1324,32,0,800000,5556,7,Sunny,Summer,1
2024-05-29,Indore,Rural,1796,35,0,2000000,7378,8,Sunny,Summer,0
2024-05-30,Gwalior,Rural,1092,36,1,1000000,3757,8,Cloudy,Summer,0
2024-05-31,Gwalior,Urban,1716,35,0,1000000,3203,9,Sunny,Summer,0
2024-06-01,Bhopal,Urban,2241,39,4,1500000,4961,6,Cloudy,Summer,0
2024-06-02,Indore,Urban,2830,39,2,2000000,3208,6,Cloudy,Summer,0
2024-06-03,Gwalior,Urban,1724,43,3,1000000,4749,8,Cloudy,Summer,0
2024-06-04,Gwalior,Rural,1096,36,0,1000000,4545,8,Sunny,Summer,0
2024-06-05,Gwalior,Urban,1567,42,3,1000000,3678,6,Cloudy,Summer,0
2024-06-06,Gwalior,Urban,1587,33,3,1000000,5440,8,Cloudy,Summer,0
2024-06-07,Jabalpur,Rural,949,36,3,800000,4027,8,Cloudy,Summer,1
2024-06-08,Bhopal,Rural,1489,33,2,1500000,6230,8,Cloudy,Summer,0
2024-06-09,Ujjain,Urban,1160,35,0,700000,4158,6,Sunny,Summer,0
2024-06-10,Indore,Urban,2779,33,1,2000000,7681,8,Cloudy,Summer,0
2024-06-11,Indore,Rural,1922,38,0,2000000,3709,7,Sunny,Summer,0
2024-06-12,Indore,Urban,2656,33,3,2000000,4101,7,Cloudy,Summer,0
2024-06-13,Indore,Urban,2740,34,1,2000000,3508,9,Cloudy,Summer,0
2024-06-14,Bhopal,Urban,2153,39,1,1500000,6209,8,Cloudy,Summer,0
2024-06-15,Gwalior,Urban,1650,36,1,1000000,7812,8,Cloudy,Summer,0
2024-06-16,Gwalior,Rural,1015,34,2,1000000,7964,9,Cloudy,Summer,0
2024-06-17,Jabalpur,Urban,1415,43,0,800000,6395,7,Sunny,Summer,0
2024-06-18,Jabalpur,Urban,1378,35,0,800000,4872,6,Sunny,Summer,1
2024-06-19,Ujjain,Urban,1276,35,3,700000,7090,7,Cloudy,Summer,0
2024-06-20,Jabalpur,Rural,961,34,3,800000,5443,9,Cloudy,Summer,1
2024-06-21,Ujjain,Urban,1111,36,4,700000,4548,9,Cloudy,Summer,0
2024-06-22,Bhopal,Rural,1430,44,2,1500000,6959,6,Cloudy,Summer,0
2024-06-23,Ujjain,Urban,1339,41,3,700000,6783,8,Cloudy,Summer,0
2024-06-24,Ujjain,Urban,1350,40,3,700000,5785,7,Cloudy,Summer,0
2024-06-25,Gwalior,Urban,1550,32,4,1000000,5373,6,Cloudy,Summer,0
2024-06-26,Indore,Rural,1858,35,0,2000000,4787,6,Sunny,Summer,0
2024-06-27,Ujjain,Rural,836,32,1,700000,6046,7,Cloudy,Summer,0
2024-06-28,Ujjain,Rural,798,34,1,700000,7777,8,Cloudy,Summer,0
2024-06-29,Indore,Urban,2805,37,2,2000000,6739,7,Cloudy,Summer,0
2024-06-30,Bhopal,Urban,2258,36,3,1500000,5790,6,Cloudy,Summer,0
2024-07-01,Ujjain,Urban,888,25,17,700000,5175,8,Rainy,Monsoon,0
2024-07-02,Ujjain,Urban,1020,28,6,700000,3223,7,Cloudy,Monsoon,0
2024-07-03,Jabalpur,Rural,526,28,23,800000,7867,7,Rainy,Monsoon,0
2024-07-04,Ujjain,Rural,717,24,10,700000,6040,6,Cloudy,Monsoon,0
2024-07-05,Indore,Urban,2351,26,19,2000000,5170,6,Rainy,Monsoon,0
2024-07-06,Jabalpur,Urban,1154,30,5,800000,3595,8,Cloudy,Monsoon,0
2024-07-07,Indore,Rural,1616,27,14,2000000,5824,7,Rainy,Monsoon,0
2024-07-08,Ujjain,Rural,631,25,16,700000,3501,6,Rainy,Monsoon,0
2024-07-09,Bhopal,Rural,1296,28,18,1500000,6052,7,Rainy,Monsoon,0
2024-07-10,Gwalior,Urban,1216,28,19,1000000,4280,9,Rainy,Monsoon,0
2024-07-11,Gwalior,Rural,738,28,20,1000000,5794,6,Rainy,Monsoon,0
2024-07-12,Jabalpur,Rural,793,25,10,800000,7551,9,Cloudy,Monsoon,0
2024-07-13,Ujjain,Urban,663,29,24,700000,6373,8,Rainy,Monsoon,0
2024-07-14,Ujjain,Urban,876,30,14,700000,7597,9,Rainy,Monsoon,0
2024-07-15,Ujjain,Urban,1040,29,11,700000,6815,6,Rainy,Monsoon,0
2024-07-16,Gwalior,Urban,1252,30,18,1000000,5272,6,Rainy,Monsoon,0
2024-07-17,Jabalpur,Urban,794,25,23,800000,6291,9,Rainy,Monsoon,0
2024-07-18,Ujjain,Rural,668,25,8,700000,3282,7,Cloudy,Monsoon,0
2024-07-19,Bhopal,Rural,1334,26,5,1500000,6497,9,Cloudy,Monsoon,0
2024-07-20,Ujjain,Rural,616,28,10,700000,4601,7,Cloudy,Monsoon,0
2024-07-21,Indore,Urban,2306,28,24,2000000,7631,9,Rainy,Monsoon,0
2024-07-22,Bhopal,Urban,1660,24,24,1500000,7141,8,Rainy,Monsoon,0
2024-07-23,Gwalior,Urban,1369,28,5,1000000,5558,7,Cloudy,Monsoon,0
2024-07-24,Gwalior,Urban,1170,31,20,1000000,5000,8,Rainy,Monsoon,0
2024-07-25,Bhopal,Urban,1760,24,19,1500000,4603,8,Rainy,Monsoon,1
2024-07-26,Ujjain,Rural,690,25,6,700000,3296,7,Cloudy,Monsoon,0
2024-07-27,Jabalpur,Urban,1034,27,11,800000,6609,6,Rainy,Monsoon,0
2024-07-28,Indore,Rural,1663,30,8,2000000,5545,6,Cloudy,Monsoon,1
2024-07-29,Gwalior,Urban,1409,27,7,1000000,5083,6,Cloudy,Monsoon,0
2024-07-30,Indore,Urban,2243,28,23,2000000,6799,8,Rainy,Monsoon,0
2024-07-31,Ujjain,Urban,955,27,8,700000,5739,6,Cloudy,Monsoon,0
2024-08-01,Bhopal,Urban,1983,25,8,1500000,4582,8,Cloudy,Monsoon,0
2024-08-02,Indore,Urban,2330,31,23,2000000,3100,7,Rainy,Monsoon,0
2024-08-03,Jabalpur,Urban,1147,25,11,800000,5542,8,Rainy,Monsoon,0
2024-08-04,Jabalpur,Urban,1091,26,9,800000,7235,6,Cloudy,Monsoon,0
2024-08-05,Gwalior,Urban,1167,24,14,1000000,6145,8,Rainy,Monsoon,0
2024-08-06,Ujjain,Urban,1037,24,5,700000,4681,6,Cloudy,Monsoon,0
2024-08-07,Ujjain,Urban,879,29,19,700000,7727,7,Rainy,Monsoon,0
2024-08-08,Ujjain,Urban,833,25,21,700000,6302,9,Rainy,Monsoon,1
2024-08-09,Jabalpur,Urban,1019,29,14,800000,5149,6,Rainy,Monsoon,0
2024-08-10,Indore,Urban,2296,25,20,2000000,3460,9,Rainy,Monsoon,0
2024-08-11,Bhopal,Rural,1223,28,12,1500000,4924,7,Rainy,Monsoon,1
2024-08-12,Ujjain,Rural,773,31,5,700000,7674,7,Cloudy,Monsoon,0
2024-08-13,Ujjain,Rural,649,24,13,700000,7481,7,Rainy,Monsoon,0
2024-08-14,Gwalior,Urban,1281,28,11,1000000,5722,8,Rainy,Monsoon,0
2024-08-15,Indore,Urban,2363,24,16,2000000,7126,9,Rainy,Monsoon,0
2024-08-16,Indore,Urban,2427,28,14,2000000,4353,9,Rainy,Monsoon,1
2024-08-17,Bhopal,Rural,1397,29,11,1500000,3885,8,Rainy,Monsoon,0
2024-08-18,Jabalpur,Urban,1070,29,10,800000,5235,7,Cloudy,Monsoon,0
2024-08-19,Gwalior,Urban,1232,25,15,1000000,5705,6,Rainy,Monsoon,0
2024-08-20,Gwalior,Urban,1176,29,22,1000000,7987,7,Rainy,Monsoon,0
2024-08-21,Bhopal,Rural,1044,26,24,1500000,4298,6,Rainy,Monsoon,0
2024-08-22,Jabalpur,Urban,945,31,23,800000,5460,8,Rainy,Monsoon,0
2024-08-23,Bhopal,Urban,2032,26,5,1500000,3527,8,Cloudy,Monsoon,0
2024-08-24,Gwalior,Urban,1414,25,9,1000000,7228,7,Cloudy,Monsoon,0
2024-08-25,Gwalior,Urban,1387,30,5,1000000,4777,6,Cloudy,Monsoon,0
2024-08-26,Ujjain,Rural,612,25,20,700000,3752,7,Rainy,Monsoon,0
2024-08-27,Indore,Urban,2430,31,22,2000000,4095,9,Rainy,Monsoon,0
2024-08-28,Ujjain,Urban,933,29,10,700000,7006,9,Cloudy,Monsoon,0
2024-08-29,Jabalpur,Urban,1181,30,12,800000,3600,6,Rainy,Monsoon,0
2024-08-30,Indore,Rural,1630,26,13,2000000,6123,7,Rainy,Monsoon,0
2024-08-31,Indore,Rural,1746,25,7,2000000,5679,8,Cloudy,Monsoon,0
2024-09-01,Bhopal,Rural,1240,25,11,1500000,7228,8,Rainy,Monsoon,0
2024-09-02,Gwalior,Rural,655,26,22,1000000,3332,6,Rainy,Monsoon,0
2024-09-03,Ujjain,Urban,1135,31,7,700000,3355,8,Cloudy,Monsoon,0
2024-09-04,Ujjain,Urban,805,29,19,700000,7446,7,Rainy,Monsoon,1
2024-09-05,Indore,Urban,2259,31,23,2000000,6735,8,Rainy,Monsoon,1
2024-09-06,Jabalpur,Urban,1147,28,7,800000,6839,6,Cloudy,Monsoon,0
2024-09-07,Ujjain,Urban,780,25,22,700000,5853,8,Rainy,Monsoon,0
2024-09-08,Bhopal,Urban,1863,25,10,1500000,3355,9,Cloudy,Monsoon,0
2024-09-09,Jabalpur,Urban,1133,27,7,800000,7326,9,Cloudy,Monsoon,0
2024-09-10,Ujjain,Urban,988,26,9,700000,5775,8,Cloudy,Monsoon,0
2024-09-11,Ujjain,Rural,582,27,15,700000,4400,7,Rainy,Monsoon,0
2024-09-12,Jabalpur,Rural,692,30,9,800000,4412,9,Cloudy,Monsoon,0
2024-09-13,Ujjain,Rural,711,28,10,700000,5033,6,Cloudy,Monsoon,0
2024-09-14,Indore,Urban,2462,24,7,2000000,3818,6,Cloudy,Monsoon,0
2024-09-15,Gwalior,Urban,1008,24,23,1000000,6677,6,Rainy,Monsoon,0
2024-09-16,Ujjain,Urban,1085,29,7,700000,5868,9,Cloudy,Monsoon,0
2024-09-17,Bhopal,Urban,1583,25,24,1500000,3331,6,Rainy,Monsoon,0
2024-09-18,Bhopal,Urban,1758,31,20,1500000,6243,6,Rainy,Monsoon,0
2024-09-19,Indore,Urban,2230,26,22,2000000,3803,6,Rainy,Monsoon,0
2024-09-20,Bhopal,Rural,1193,25,21,1500000,7611,7,Rainy,Monsoon,0
2024-09-21,Jabalpur,Urban,914,25,18,800000,3432,6,Rainy,Monsoon,0
2024-09-22,Bhopal,Urban,1819,26,21,1500000,5445,6,Rainy,Monsoon,0
2024-09-23,Jabalpur,Rural,734,31,17,800000,4773,6,Rainy,Monsoon,0
2024-09-24,Indore,Urban,2312,31,21,2000000,5778,7,Rainy,Monsoon,0
2024-09-25,Ujjain,Urban,957,24,8,700000,7439,6,Cloudy,Monsoon,0
2024-09-26,Indore,Urban,2349,29,21,2000000,4030,9,Rainy,Monsoon,0
2024-09-27,Gwalior,Urban,1210,28,22,1000000,5275,9,Rainy,Monsoon,0
2024-09-28,Bhopal,Urban,1732,26,24,1500000,4089,6,Rainy,Monsoon,0
2024-09-29,Ujjain,Urban,986,27,10,700000,7864,6,Cloudy,Monsoon,0
2024-09-30,Indore,Urban,2493,28,18,2000000,6782,7,Rainy,Monsoon,0
2024-10-01,Jabalpur,Rural,833,19,0,800000,6491,9,Sunny,Winter,0
2024-10-02,Ujjain,Urban,1166,20,0,700000,3337,7,Sunny,Winter,0
2024-10-03,Indore,Urban,2531,12,1,2000000,6538,7,Cloudy,Winter,0
2024-10-04,Jabalpur,Urban,1240,20,2,800000,6567,8,Cloudy,Winter,0
2024-10-05,Jabalpur,Urban,1212,24,2,800000,5724,8,Cloudy,Winter,0
2024-10-06,Jabalpur,Urban,1087,11,2,800000,3213,7,Cloudy,Winter,0
2024-10-07,Jabalpur,Rural,810,20,1,800000,6719,6,Cloudy,Winter,0
2024-10-08,Indore,Urban,2531,11,1,2000000,4737,8,Cloudy,Winter,1
2024-10-09,Jabalpur,Urban,1256,21,2,800000,3934,7,Cloudy,Winter,0
2024-10-10,Jabalpur,Urban,1180,14,1,800000,4038,8,Cloudy,Winter,0
2024-10-11,Ujjain,Urban,1124,21,1,700000,4164,6,Cloudy,Winter,0
2024-10-12,Bhopal,Urban,1992,12,0,1500000,3242,6,Sunny,Winter,0
2024-10-13,Jabalpur,Urban,1088,15,1,800000,7491,9,Cloudy,Winter,0
2024-10-14,Indore,Urban,2572,16,0,2000000,5694,7,Sunny,Winter,1
2024-10-15,Gwalior,Urban,1472,23,1,1000000,6333,8,Cloudy,Winter,0
2024-10-16,Ujjain,Urban,1069,15,1,700000,4070,8,Cloudy,Winter,0
2024-10-17,Bhopal,Rural,1374,21,0,1500000,7763,9,Sunny,Winter,0
2024-10-18,Ujjain,Rural,730,15,1,700000,5163,6,Cloudy,Winter,1
2024-10-19,Jabalpur,Urban,1091,11,1,800000,6308,6,Cloudy,Winter,0
2024-10-20,Jabalpur,Rural,717,10,0,800000,7381,9,Sunny,Winter,0
2024-10-21,Indore,Urban,2522,11,2,2000000,5983,9,Cloudy,Winter,0
2024-10-22,Gwalior,Urban,1381,14,1,1000000,5001,9,Cloudy,Winter,0
2024-10-23,Gwalior,Urban,1426,21,2,1000000,7345,9,Cloudy,Winter,0
2024-10-24,Gwalior,Urban,1214,12,2,1000000,3918,6,Cloudy,Winter,0
2024-10-25,Indore,Urban,2575,19,0,2000000,4138,7,Sunny,Winter,0
2024-10-26,Ujjain,Rural,659,13,1,700000,6110,8,Cloudy,Winter,0
2024-10-27,Jabalpur,Urban,1258,24,2,800000,3283,6,Cloudy,Winter,0
2024-10-28,Bhopal,Rural,1205,12,1,1500000,4794,6,Cloudy,Winter,1
2024-10-29,Jabalpur,Rural,701,21,1,800000,6690,8,Cloudy,Winter,0
2024-10-30,Ujjain,Rural,658,11,0,700000,3224,7,Sunny,Winter,0
2024-10-31,Ujjain,Urban,829,10,2,700000,4259,8,Cloudy,Winter,0
2024-11-01,Jabalpur,Urban,976,10,2,800000,3509,9,Cloudy,Winter,0
2024-11-02,Bhopal,Urban,1995,18,1,1500000,7232,9,Cloudy,Winter,0
2024-11-03,Indore,Rural,1683,14,1,2000000,4777,6,Cloudy,Winter,0
2024-11-04,Indore,Urban,2666,20,2,2000000,7656,7,Cloudy,Winter,0
2024-11-05,Ujjain,Urban,1021,17,1,700000,4918,6,Cloudy,Winter,0
2024-11-06,Gwalior,Rural,908,22,0,1000000,5491,6,Sunny,Winter,0
2024-11-07,Ujjain,Urban,895,14,1,700000,7210,6,Cloudy,Winter,0
2024-11-08,Gwalior,Urban,1470,23,1,1000000,3232,8,Cloudy,Winter,0
2024-11-09,Indore,Urban,2430,10,0,2000000,4469,7,Sunny,Winter,0
2024-11-10,Ujjain,Urban,987,16,0,700000,7213,9,Sunny,Winter,1
2024-11-11,Gwalior,Urban,1429,22,2,1000000,6306,8,Cloudy,Winter,0
2024-11-12,Ujjain,Rural,620,10,1,700000,3191,8,Cloudy,Winter,0
2024-11-13,Jabalpur,Urban,1159,19,1,800000,5279,6,Cloudy,Winter,0
2024-11-14,Ujjain,Urban,1083,16,0,700000,7752,7,Sunny,Winter,0
2024-11-15,Ujjain,Urban,1098,21,2,700000,3222,9,Cloudy,Winter,0
2024-11-16,Gwalior,Rural,834,14,0,1000000,7039,9,Sunny,Winter,1
2024-11-17,Jabalpur,Urban,1160,16,0,800000,4054,6,Sunny,Winter,1
2024-11-18,Jabalpur,Urban,1176,22,2,800000,4394,8,Cloudy,Winter,0
2024-11-19,Jabalpur,Rural,786,16,0,800000,3597,7,Sunny,Winter,0
2024-11-20,Gwalior,Rural,925,23,0,1000000,6309,7,Sunny,Winter,0
2024-11-21,Gwalior,Rural,869,10,2,1000000,4231,8,Cloudy,Winter,0
2024-11-22,Ujjain,Urban,1036,13,1,700000,6883,9,Cloudy,Winter,0
2024-11-23,Bhopal,Urban,2049,16,1,1500000,7491,9,Cloudy,Winter,1
2024-11-24,Indore,Rural,1778,15,1,2000000,7211,8,Cloudy,Winter,0
2024-11-25,Bhopal,Urban,1927,11,0,1500000,7989,7,Sunny,Winter,0
2024-11-26,Jabalpur,Urban,1167,18,0,800000,3581,8,Sunny,Winter,0
2024-11-27,Bhopal,Rural,1309,22,1,1500000,4813,9,Cloudy,Winter,0
2024-11-28,Gwalior,Urban,1469,16,0,1000000,3161,8,Sunny,Winter,0
