jan-feb,feb,reservoirlevel,jan,nov,jul,apr,year,district,sep,state_ut_name,capacity,jun-sep,oct-dec,oct,may,outflow,mar-may,population,dec,inflow,aug,annual,jun,mar,Water_Demand
16.42471849013143,5.917007996337516,470.1285423375248,10.784731538670249,15.65838241047204,244.92590242989928,3.3866227032608203,2007.98851387264,AMRAVATI,161.19752947558695,MAHARASHTRA,700.3199622191003,793.6977581374477,80.11135965967812,54.79936634945269,6.288619396361335,101.38569796443916,18.585362231305822,2508997.344316135,7.4685675087731855,120.4973524804148,252.6321768261569,879.2360999117413,122.50547515136518,7.911861676180395,501762.528431128
8.516868986966372,2.2970471750905825,499.0422237276447,5.814878550696261,13.149828351410354,283.35692773902207,0.7593223477844011,1850.1231916750528,UJJAIN,153.53868244995948,MADHYA PRADESH,731.9167386951663,847.9674363971782,55.17571999190903,37.97064769501758,5.620696113882289,95.13974483273616,8.809056192013202,2293928.209227607,7.614915933620648,122.5207009855296,297.30376558016803,939.064064919001,105.83269410475808,1.9776839528668289,458752.85684134247
3.960080580985689,1.0361647836778172,457.5365824535501,3.5916667956613684,10.831219759992567,246.4829468893224,0.8461532703665291,2004.000020368681,DHAR,165.3961792934822,MADHYA PRADESH,725.200507010984,822.7575338909179,49.35640434088537,37.691056075976064,3.8863977197342674,99.30168489094412,6.449258555495776,2453478.799755592,2.58100375708752,119.4324876212411,289.29457756826486,850.261945052326,116.81099161654922,1.5123185180291103,490676.4033170989
1.1059204869774009,0.0284673652249035,464.65308518339225,1.2378973016170651,13.958459988092828,337.8121143644543,0.7052431792228724,1971.443044240736,BARODA,172.31256517989794,GUJARAT,732.6802860976229,983.75057888856,44.31832620049836,25.361521642241165,4.242197655860326,98.23696169202282,5.69217491921979,2358079.913349216,2.357152441434508,120.74122051631512,311.4965240957707,925.78640519071,134.96679523487978,0.4935683038409308,471589.77691302146
5.268208518305911,1.5558712682737483,498.13295548298606,3.7277247170453136,8.296441357468835,331.1316559245487,2.7393883498704907,2118.644286827352,SIROHI,148.68008423157397,RAJASTHAN,722.1931227321598,871.4180240464206,22.406938940998952,13.67329427288636,9.949924229079716,97.71724228410592,17.336825657035252,2411710.3058442967,1.5438454983951768,122.61359846968996,315.7312329304566,973.7436017412446,70.61982176612302,3.3512299153083105,482307.91415208613
20.495260520360866,9.162733995703062,442.78977832592784,10.067374208846838,4.299313680507886,201.636263854466,5.579459393122508,2043.3347588789204,ALWAR,93.9140974807412,RAJASTHAN,688.8353901126021,543.8314427698596,32.63535450931551,21.363315831885693,14.793835633011724,106.54349894072976,27.16913205593803,2396928.3634092947,5.0702754459861925,114.52133830562995,215.34222259676787,626.6094821336156,47.54649607962169,5.419380243965256,479395.19379736646
25.23852445696532,11.089266877999313,469.2301834392809,17.533991390751634,4.91312493876249,434.63724795764045,16.616946312021817,2031.321826162304,MAHARAJGANJ,263.4773217941006,UTTAR PRADESH,676.8288932064213,1124.879060950771,83.99484937028386,77.11199345170589,37.01507718022506,103.97807990567324,60.594565919566016,2256324.486680238,5.403175664048459,119.950510622251,406.2271381421586,1455.7091513967107,199.40423008016268,12.404683287414434,451176.09882235585
24.96681821015948,10.081277109657512,473.1875473666753,13.730168836168293,3.9488370330637967,132.0436686844057,5.712029539078241,2175.8834213572886,BHIWANI,60.25648703215168,HARYANA,710.4661000605478,346.6352970401093,18.159494547000325,13.777236619704354,10.801193538123009,97.63528447633364,27.37997438782798,2311450.670607335,3.6028451251381,118.6058568675322,135.17675949636427,397.1004820875884,31.93715193986445,6.976469079218532,462314.8593554256
23.635273403962582,10.173071131937885,467.4363795786748,13.90447311821982,6.779242091921283,295.2603852720066,4.339844097172787,1888.858189465029,JHANSI,174.70714328331033,UTTAR PRADESH,712.6938755802905,824.061551831786,49.703935422448765,35.84497536552068,8.639491804707909,93.21867718499291,19.35685933945584,2399637.72944808,6.415208671564565,109.9069251124277,310.5628880179088,966.3223343767644,80.0208910330296,5.416657519885568,479895.2791395375
19.26516509552912,6.758082091520378,445.8510088263371,13.603988493954114,6.6625901983735085,282.88116073905604,3.844865584423052,2142.2592101599744,BUXAR,198.4405189086764,BIHAR,727.3329856617711,850.6634181189988,61.68180867032051,56.931281463466846,19.283130797899908,101.31962497806582,28.542808918132696,2273476.3342835926,5.012983005724133,121.63177348283388,258.8764050023359,1021.8531149772892,104.10991911971416,7.168614002579602,454664.09315626975
31.69928485671853,12.07261503586856,457.6877705217889,17.86459475540817,3.096710377486459,379.881355310296,4.515407675607995,2052.3706794267064,FAIZABAD,216.21391806116927,UTTAR PRADESH,754.9315335141072,990.1215815786236,68.4389174380384,52.50874908532723,18.71263421208272,93.90967379462468,27.968709589780147,2597570.1305895294,9.26088162729517,124.05245792854068,288.74833465709656,1205.3025718163144,119.04251750821234,7.383581194221896,519465.58168516925
30.705268172613124,16.864513159930418,442.8960551881623,17.76860309288507,5.530710694971216,228.66655061302208,8.980123386856652,2043.076097714062,NE DELHI,108.10660503031022,DELHI,710.3836299020443,601.5071233642547,34.6030467010814,20.10737271112948,19.56849266961516,96.73410217703824,45.28734547936515,2426998.515379632,8.970905184239097,122.8163740716464,253.45096404401136,761.8191794401355,64.01391498563966,15.223224045552971,485377.02552147844
32.79967005220948,13.29838946634765,475.3957372373796,18.43210911417492,2.989401846498454,355.6610943603134,4.545998302492338,2049.248636905127,FAIZABAD,211.92907672835955,UTTAR PRADESH,709.5301928233398,971.6737468143504,62.1361804340097,52.55279486729575,18.72415410738696,102.43571859891182,29.68464488613233,2157678.9339207867,8.576424707184605,130.53788896162294,295.5356836241811,1141.341643862908,120.35182954444498,6.831114960129595,431475.2708779195
25.178727069665428,9.115240486609537,444.2990500824191,16.549504517925158,7.226706150620415,344.85461999521385,5.784012042876455,1963.957450751441,MAU,231.42911747811152,UTTAR PRADESH,750.1806885272138,943.6571863275618,52.81308105542311,51.64828403194118,19.739482160099424,96.30480146925768,33.58868085881542,2303691.231105492,4.594956791250807,130.40189791150857,291.30905974948155,1120.2611970068097,116.48975636964404,9.29977561621462,460704.84830717486
0.4844152239580744,0.227065505552065,465.9934006586044,0.4242201600607219,8.515946099471618,269.288480918931,0.1162032798606871,1984.8710730304167,BHARUCH,161.8477846670664,GUJARAT,656.4175520459876,812.939970923166,31.825054814169704,24.203013932606048,4.712566850101545,98.62157027502585,5.494762775717472,2317849.904509544,1.324167749731559,118.29336277403172,220.95926174078093,922.052484936896,127.9945414377454,0.773298195044166,463546.7978605527
30.987572244719413,12.404756488578284,482.49321904968286,19.34333757189765,2.4195491002376337,264.67145058025505,6.327259388150157,1943.3770100253623,HARDOI,155.45613604492064,UTTAR PRADESH,784.4034197407954,787.0934721012562,68.83895795860377,59.94887611269416,16.52314009999191,95.2463286342998,31.963203268711823,2335342.442606905,5.917580693729793,122.6537971274425,264.05940767836654,1002.6138904627168,85.68211156330314,8.796467453669337,467027.0765796494
18.31781270618185,9.451378456679045,475.3458180185853,8.69713456606795,8.155189897921035,380.4885972175433,8.276988054755197,2044.849267793544,RAJNANDGAON,217.88893838411383,CHATISGARH,736.2320725100906,1079.0733384287385,68.18098406991848,58.14808661968792,14.577819291162116,98.62924532025188,35.43044133631498,2350345.02994594,9.742736728780372,118.03905369478451,349.87905633908633,1292.7840292749704,168.58277821299757,11.680709888023284,470021.36956630094
27.92500923676912,12.338504483785108,458.2964324810421,13.004335331308736,12.873245022701694,283.46911802373023,16.791901997921478,2050.6242566361457,Bhopal,174.00531260914084,UTTAR PRADESH,754.3811006940796,875.3368476092922,88.33027249858615,63.583199877707045,36.3335840880544,95.83203736687273,61.48943152215401,2367503.577138099,8.41058088743164,118.25449340846566,275.3195867379925,1127.3852269402162,134.32271090817926,11.87329486632605,473453.7446562458
29.672729679345,16.24801070456263,459.1996736580178,13.60263330834397,4.061954864242355,214.5145315275948,3.2480115092411435,2058.37137003233,AURAIYA,145.05420843658072,UTTAR PRADESH,724.1806925174218,628.9609260540681,64.88841695099761,49.01640546387068,10.573277969835598,92.56850804853428,23.84803067082472,2377821.590677144,6.518369910951181,117.66628167125404,262.2441279535234,827.4601917813886,65.26759762209346,7.557898867129701,475557.1171410371
34.38245093432227,17.555547914095257,460.0929228213095,21.396860603501626,1.90047941723224,273.4883087591053,7.388938898062662,1971.1845036674365,KHERI LAKHIMP,194.7623036674185,UTTAR PRADESH,679.0057875399062,975.0953731899878,78.58172013764339,61.64429697544164,29.067906630437903,98.8635728163536,45.25811038875741,2397969.348063663,8.215699765007354,117.57876933588064,301.09439125464337,1025.5156935267053,127.52459156036096,11.533448207524636,479557.35058293963
8.218487183754764,2.778727747671003,454.0564338000938,4.59672999080185,20.92404576119957,163.94166501396333,21.500668965337315,1990.760238961127,GULBARGA,179.11094400692824,KARNATAKA,751.1891269550459,634.6673611955995,138.41739010521485,108.34056395346906,31.36478938134143,93.02041022805868,64.19067490268488,2403387.3168541268,5.019921437798495,125.08157120342774,179.36718129008435,799.2207010394395,104.45957185175598,6.31079818115645,480682.86893989786
6.995620733560415,2.8896341889595445,452.7688007420774,4.927820704672127,13.586091406794852,259.26758996803073,2.2604437964431034,2043.8789221422053,NEEMUCH,148.49902511125055,MADHYA PRADESH,692.7855010527397,694.0864473616052,45.14790628541852,31.726664840665467,5.880775080609348,96.9886720052716,11.307616922179085,2370195.556596203,3.4123324342253207,112.03043539066458,270.40889532359427,786.0127269338379,85.78192422255262,3.529124504695449,474041.75362831866
12.392503537021415,3.652448759970493,495.59413480674345,8.87587221142624,4.872461807670165,277.8476708560124,2.050980306003906,2039.228362453513,SHEOPUR,119.86589986863088,MADHYA PRADESH,747.0208381081451,760.2202424595955,36.67603311355398,29.93201230313784,6.526927546640738,98.61571648637536,13.105011463851165,2374416.5339836595,6.14596254661244,122.66066020742824,286.9843722525367,744.0935564982279,68.22936017267332,4.153336373255527,474874.2405344903
18.89363219709972,8.864538134494994,474.66694437640473,9.166282456202277,4.329522227305507,187.5174110884253,5.696932481334366,1875.278714860017,ALWAR,103.08816305553565,RAJASTHAN,775.8211550437852,491.65678257295656,29.00607678247628,20.96508441943368,15.221975348716246,96.48291755051596,24.78211972589968,2463432.9400624963,4.5913148314925145,114.5743947266338,207.8840836626125,605.9780473961579,43.13440066176015,6.230237676693296,492700.7461530847
18.203067020000272,7.550693805839964,507.0524454788522,11.998192740791968,2.861524542468105,228.361547238175,2.799129637590054,2030.6655568432543,MORENA,147.22433180733086,MADHYA PRADESH,743.7924378575375,689.7134418797395,37.66136941840446,28.497272418098508,6.944092455692922,98.1413852555748,15.358926426450475,2438617.3785634134,6.452529078711058,119.56687540369128,293.3821747560199,718.3061656047158,52.93646398021572,5.284367200822523,487725.9218555165
23.89064018915351,9.263241866087704,435.96931258106383,15.43023012736417,7.32319999570164,348.77656721018184,6.3542043577015415,1961.085140095117,MAU,217.9909753314728,UTTAR PRADESH,657.5302520149944,976.699291841483,57.335261537221896,47.82440068462896,19.976868941333425,99.76045157992957,33.75726353532647,2284826.610780853,4.704002774416504,124.59683914702994,319.5107173922861,1194.7909716447746,129.00443597420016,8.942088651291872,456924.95747897757
23.835745638233,6.811170878816285,445.6850815220951,17.426215263642906,6.303261620185917,366.3362103315819,3.994506708729789,2096.492864636602,KORIYA,190.6582710031553,CHATISGARH,761.9802035935743,1040.552961586742,42.59911422907648,29.4211902901601,6.370437305619859,98.23689948017628,18.58792264284594,2371947.791236557,5.633601362427213,116.6731364262105,369.4821892485217,1164.0931797622666,167.93684602934132,10.129866292127891,474327.8441441395
36.94986848800925,14.024342767942224,444.8919232804874,19.4313879266804,7.9233254820563905,312.917553895842,3.450980976376733,2023.528223365205,SIDHI,214.5285582884836,MADHYA PRADESH,681.6102828416483,1095.1020435066212,50.67591533796101,33.84277274042519,8.902196082590889,92.25484252628536,24.18470687511032,2204579.7350054574,7.797190924021383,124.21654021754216,318.00365929346725,1170.7146931480468,130.2967392653217,12.23106447832927,440869.67683420493
18.41865798767262,7.444768337434344,492.02634719292206,12.04297456682962,10.496522121221838,336.2282239521415,2.8935604626852203,2043.7426145129948,GUNA,167.60932721346944,MADHYA PRADESH,700.6884808860125,895.2662141631224,48.71203901943261,28.10257679721547,9.725383626131942,98.26070068363484,18.183341906298995,2289985.043135307,9.516996508274865,117.06427520127016,339.3406845713227,1042.5526057406448,81.54228721275175,6.238027511433507,457970.0637451666
20.12696670979976,6.556569114980783,487.4533775549386,13.146423095632208,6.162854580825207,296.1753389173137,14.50501754853039,2156.1786878488924,MUNGER,223.3343146503024,BIHAR,741.0560968533028,975.2003793218488,76.84727591689152,73.47095892298495,41.44742178651655,94.2468178150746,66.82217479543894,2345209.038119867,5.702917747847513,116.8847543950641,267.2465228807148,1086.9149148427584,164.02149131122763,10.328812376016954,468980.9958241157
22.42584092380142,13.451286081985304,454.3401869570668,10.095738092043945,4.174250549898923,292.83493298268445,3.503405968825618,2063.8360360862507,SINGRAULI,172.48999137455493,MADHYA PRADESH,688.0778269022468,840.7364149144327,52.60819285541014,36.07595939096778,4.368080210734704,97.01174497211976,16.811640058318257,2435054.7455049325,7.118812038649302,116.70907300651156,270.8998870466478,914.10510009652,116.65712551370096,7.865852036203431,486972.18231239205
0.8154573813644274,0.2998260569379011,492.6369182712615,0.4868286467639145,12.648303833419837,193.9548472403452,0.0960038283121195,2146.3746671205163,BHAVNAGAR,105.47556579459228,GUJARAT,787.1074775254045,550.0324200081594,35.252848945722526,21.92263870717049,2.8563148123821884,101.72919548517658,3.909624384224175,2292251.9212506698,1.0361048425693598,122.8136249784196,137.92712575492473,607.5225877325033,116.28243248041991,1.2799072071132018,458437.7258581147
23.97740681691625,9.796623596414175,433.7811330917472,16.425683058752234,7.453650709932096,290.29527892455025,2.002583607849381,1922.04450446458,PRATAPGARH,209.59247012976783,UTTAR PRADESH,770.2356138219835,847.9423427651365,49.05481475544609,36.179130661055694,8.662088362068898,99.10002101114551,19.120285806984427,2258067.82634562,6.80123993056442,116.16190683337514,281.37004491070223,907.5291609970948,80.92351406923284,8.527229718025923,451584.00663261226
13.099749707267405,4.368406791919595,498.8286434651752,7.975551982703335,18.65951251493817,282.4933322293865,11.756797435668435,2135.7984906216334,NIZAMABAD,176.80001248962716,ANDHRA PRADESH,722.4964693471692,945.8816134673998,114.4389666740158,95.3073142317221,24.426914158270367,104.46450588927922,46.142137238692925,2169899.171103338,4.778165973176892,116.37894794825276,290.956510564988,994.0556183392948,161.82455510092038,7.860223833251455,433956.1184822294
4.995839413373162,2.95505697071696,457.00545475623255,2.34700224199216,24.65591052089516,86.27401647560309,19.435853716450826,2055.4938741948104,BIJAPUR,165.26237021583194,KARNATAKA,741.4954794926272,429.2774934566031,145.5055044528487,105.1032900727867,44.59211027532015,91.63535185648024,70.34162299877205,2362280.1211007745,6.575826734042398,111.3045844176504,86.37368585246294,647.3553841192125,101.72283268230828,5.009606578901686,472468.7670506285
11.56675334261746,3.886273366958916,492.0209595465884,8.15789259937511,14.041142436132263,245.99812571196867,1.8468229962091105,1947.072436753509,KHANDWA,189.86210042615247,MADHYA PRADESH,747.1481175367821,848.3461665087302,51.404064044917135,36.317061977904174,9.229274711383338,97.9496149366908,16.25516556395232,2350800.6807995746,10.816520267387457,128.60516006808706,279.87531563140067,991.0442408251924,118.39674269974594,5.724503190679298,470130.1519093584
18.13230866060275,7.751388503376728,475.3123418633143,12.181407479396007,8.432881935574521,359.9267219835816,2.560923701311893,1905.7469934373348,BHOPAL,189.8715487068051,MADHYA PRADESH,709.8158859967778,1033.7719776573404,50.10762302255724,32.29311781780261,8.920302405195722,99.78643704524752,17.2702367560135,2382725.865550479,10.027099330179428,118.34281109428711,332.7190953337781,1124.0567368832517,107.5031865986518,6.972509116363604,476515.5172398818
27.014759166919347,10.716456936079302,474.5761987562134,16.651415083037453,10.954285570116326,394.7447481666296,10.0155014261185,1902.695844713196,GONDIA,199.5734159449297,MAHARASHTRA,699.9052251548571,1103.908746106669,83.80865391760032,62.459935585124185,8.3104513410563,97.62015244997848,31.889548271909668,2411402.346342233,13.259667535584477,122.93652412157196,406.0559876032592,1394.249531819686,181.37091167818937,16.25276465612603,482193.81762735103
28.2132414062464,11.2157547283731,464.8878957077463,15.64679608304205,11.650743223625025,424.716548258729,9.060686711823546,1972.1340177167444,GONDIA,217.3942440829028,MAHARASHTRA,774.7187136531943,1223.4128594528177,80.57081476098327,60.582498317296526,8.271593407267657,100.23020809158233,33.821551093609656,2324725.249250882,11.42334392357928,113.90686610371364,387.6123401418179,1414.7241397172627,160.1916920009286,15.148881482203985,464851.93158853496
24.529012658717647,15.679220724848898,474.3210669190095,7.920793611612459,6.790142880474831,408.6900395579156,14.99209399986021,2044.407143716828,BARGARH,208.4637023988108,ORISSA,665.4935386561885,1158.6166879022678,59.93751503177443,48.2239352054072,20.21951386565395,99.28070271995657,54.55742140228204,2422251.6188866487,5.471818297293183,111.85582379454652,374.759996414422,1295.284390236064,196.61794676795,17.6405672220641,484385.5544639123
33.4051486248244,16.90872625174881,420.1556471813699,18.013116563512565,6.326233761823272,231.53795030587028,10.075531943089183,2056.373182005884,NEW DELHI,104.87035409892492,DELHI,707.646200522011,670.2915782718272,31.615041802028887,20.38313492813707,20.085301043772706,94.4535866701046,41.908410334222,2476233.319964251,8.003392316231938,122.60078356342112,247.0167884320214,791.3706413025717,56.36947567961833,15.737969289060342,495234.37887977046
32.801876114017354,17.67428495904117,450.3135097228635,16.90667804702081,5.605304537368088,206.49079038590844,9.40055043296694,2049.237714289218,NW DELHI,111.35715265155604,DELHI,754.1954706514884,637.0277471579873,32.92470274403612,19.898696536258484,20.057029968977748,92.49296779180894,42.44865300000309,2344999.047002188,8.525279396028768,119.9319097498139,244.20989145857715,694.1870338116408,60.46250153926644,14.885760879421785,468993.69245347206
30.26411263152788,18.95116621618164,463.7029978356206,13.510764080309396,3.727790084112368,192.6976282177474,3.01568165271054,1973.7376204386385,AURAIYA,131.72603216179508,UTTAR PRADESH,757.56613143989,715.7053392841506,64.63750667009865,49.99768828235454,10.016135798195828,97.18763265163192,20.425074986672644,2383555.178699916,5.966415592019564,125.37086648035574,299.27581678803205,796.0457682981894,59.25956650192505,7.695255523193365,476677.04443017975
24.8803381363738,13.448950080307911,476.082215694092,11.4191394373572,8.821198452349208,318.4347491227709,10.698091038382689,1958.986753562988,BHOJPUR,205.07006661373163,BIHAR,740.5422449523335,879.3773074792293,60.16119945636332,47.51463824672236,24.25485285969205,89.84785800531945,41.285518998614826,2539198.797572308,5.908242992901634,128.6764809872519,272.3074653072963,1119.5229951127542,106.84387850434048,6.665565965180468,507792.4835619894
5.01275352182807,3.3113297167359304,475.87210253939736,1.780732738511763,21.487208112042143,151.90821591186292,15.901936824355309,1901.8253626281528,MAHABUBNAGAR,152.7272936819717,ANDHRA PRADESH,728.5399012750064,575.7666440464293,101.88338787211056,88.79977529518925,35.4543438062165,101.75232449143702,54.34108480560136,2367934.632908304,3.857467767765844,125.07778139006196,167.9322219784874,795.7780147136708,97.16483722517636,5.06757175055732,473562.2974386428
31.66658878296598,13.760154201540976,462.3484288233625,18.47590386873438,9.297875177281094,316.764644130354,2.937871720655144,2015.7244732590525,REWA,243.2833328485889,MADHYA PRADESH,668.5823413765951,894.3708667889116,44.28815736383678,34.04279925434509,4.315214548186916,98.5597331967836,17.083285377192034,2195594.6021067407,7.7249895713387,117.38253716835928,319.20764389725423,1095.0673709421983,123.10332580547626,10.706531282714332,439081.47514505795
35.964684108583555,18.912431133399867,454.5117781371512,15.98862436473938,5.134609891095149,141.26487856284953,5.341317525052664,2125.35239676124,JIND,84.60854746077075,HARYANA,784.0504102566863,436.6513412716705,25.82888694364611,14.561904300312026,14.5693979149727,97.28249145909336,33.76243296107555,2356978.774862888,4.566711656012544,118.88065212179488,147.14182905604252,453.1736035331184,43.44176849166405,11.60111034716712,471418.9819042751
43.265061812437246,19.186823039328782,489.2265003034199,23.39108986085092,5.41165002790406,278.7995174796157,5.425539439479718,2178.499602757493,MUZAFFARNAGAR,144.21115159845334,UTTAR PRADESH,716.6699588742954,727.9629688844839,50.74562632301616,32.82675883817316,14.684605666880987,101.35793083093009,35.85511474812599,2268936.3705319217,12.781208543539153,117.52401493579562,257.7210330594512,860.0183736117731,64.83606575640432,14.215439055806502,453759.30288112315
25.6798378640437,8.465178741737768,506.77769192584776,15.73339974999026,5.195934143043457,393.4257935661436,15.995022524674187,2140.914828325825,VAISHALI,240.07002375989683,BIHAR,731.2890115006555,988.5250024716016,88.23450042946108,71.47876761413991,27.354795428808963,95.53649897603609,52.02757271134773,2280225.1549204173,4.038107675804945,130.90004822109367,267.2847558148827,1103.1819465356,137.67602434026375,7.438910527353784,455998.43213683006
29.539636438429262,11.944876101513575,464.6626360512335,15.78357455231819,7.840966043688383,300.7872217862265,6.346560638080977,2073.09206580753,AURANGABAD,204.3810248372412,BIHAR,730.3614292230727,898.7016275888737,56.733052835709806,41.92314465816034,13.408868868270956,102.00780864945256,28.28350569826483,2553652.022046095,5.844649213647406,122.88610565380952,256.45713755804604,988.638304913026,127.04629893174234,7.359569651710207,510688.11644332187
21.148586346514342,7.687399982363002,482.66643095589626,17.047720414277297,6.325021289593761,395.2262656127724,4.1583650078372205,1969.2128765746909,KORIYA,210.7850123742446,CHATISGARH,716.3142605978162,1081.67570498048,44.73491879067779,28.957947975015458,6.076721491189259,98.403567439525,21.550464492280543,2294032.528340332,6.130788048197563,128.12966251840515,384.9709159913168,1283.3676731191326,162.55709698715265,9.71811439158941,458745.4957725672
29.52826033766976,12.798517306802696,498.9594102496671,13.686415987161311,11.788877894411453,300.06945121590724,16.12364083907706,2011.7205929329623,Gwalior,189.89433643625603,UTTAR PRADESH,699.6576380595081,863.1803221580143,73.99833041282967,66.4755006818368,35.54597334833444,98.7532937513185,66.51132990562331,2313509.785801777,8.788734649452882,111.57438074658938,294.4886714753558,1050.641421825336,123.69060797853808,12.568153453565976,462672.81689244026
26.967051880066823,13.89202242186539,483.1983458147684,16.080331063830602,2.61920050846579,225.2513486247658,2.703119738719745,1942.348501871629,KANPUR NAGAR,149.4903437987632,UTTAR PRADESH,768.5244123057065,705.7470949308919,63.46090444640169,56.1774431822949,7.738164455086672,91.49834076837948,16.182620185529235,2356486.19570014,7.534701562022453,112.77612814955894,267.63717651247885,771.7595441181489,66.3941167484421,6.421528575771541,471274.15684685815
5.670894641096806,2.107247842660388,489.9097401054007,3.89673109131114,16.835469832363117,197.6164935339807,1.3200375826700874,2057.9499930160887,JALGAON,119.2658630783286,MAHARASHTRA,700.4581608941043,658.3017672153245,66.98509566052977,42.90950975017583,7.479471616424651,106.09231649322116,13.578651474999289,2215923.528046484,7.012247793200753,121.8283475650918,183.30363687546324,700.1148565931741,130.46775849665983,4.118854581378763,443189.027407056
36.31175543563947,19.178801112083114,445.53496841059285,15.522984578339974,4.856910759806335,145.9096497015961,5.88428422628473,2023.86356742681,JIND,83.76891656016149,HARYANA,743.0541145928594,449.2756509487841,26.108314727529027,15.43488967151194,14.4857191491495,105.16086555272815,33.38060860343539,2162159.580971363,4.811869990792094,120.65853774072367,145.45664019218643,515.8769510207208,35.98499345631155,11.81551752774156,432441.69166845665
6.825260519422133,2.966824043188509,494.3034822756807,3.964647992817196,15.310268961378815,225.8592656691812,2.1424498475948752,2037.930624516084,BURHANPUR,149.259356193947,MADHYA PRADESH,673.2854138207804,784.9511254650914,74.93631204307903,42.70591795992747,14.488134532369088,97.20312797341629,25.57819289224884,2440261.978045252,10.547240797279,108.47674177497976,229.9724587828614,955.9423117231972,153.3256660469128,6.736850956420634,488014.1601169289
34.424097335825905,12.015120370124178,445.1252300034136,18.5382133911136,3.106536499344436,327.3985395732756,4.359137284270798,1964.3578353614205,FAIZABAD,194.76283891013907,UTTAR PRADESH,763.6016562762202,962.096510688447,65.28159270240013,54.59745893234057,18.161170695210604,97.5964215979614,30.92578229979377,2295089.047300105,9.071252625855774,117.33640297495236,279.3715675889506,1116.178144329092,116.52338676683692,7.415547634081184,458969.37716933456
34.137565245106174,15.037060753560594,444.8704900645736,16.203661220908188,5.701057476459421,232.12815648684744,9.100362830362153,2008.2326498836903,SOUTH DELHI,106.93884545872544,DELHI,757.9215344845848,657.6000811598616,30.923856246230702,20.281942284716468,20.15495173101213,93.16631056407726,40.755951752394864,2284574.5594661697,8.637026620050767,118.96198585376996,225.82277097387623,746.8394026977376,60.42862897788307,14.68615254444248,456893.25492976233
40.61805346165357,14.41500750278474,476.7183292354732,22.62441841300391,7.554522538274764,369.423702126549,2.454330181683714,1975.758223999656,PANNA,204.17213838547312,MADHYA PRADESH,696.539772007588,1095.5524685839828,50.41397146439459,30.273550606447905,3.937251895194888,97.20247665522488,14.926215043718344,2438671.818842081,8.117029380404682,124.22875536948996,413.6977342679375,1178.1779944111036,112.2703069260786,7.717500092420494,487677.7803248526
26.757118107723738,10.696451649108802,451.9718694273955,18.43812873129066,8.678911321654175,299.8503127253648,5.490955689174804,1879.9705147579507,AURANGABAD,192.40348892407772,BIHAR,734.9932624913032,874.6583966907585,59.15524848085736,43.11818166383792,13.525564933369743,99.71058603709014,27.951117672322106,2392162.595310128,6.191614542358895,108.46068268137122,241.87038403457336,1015.20835343406,120.92327222463558,7.4555329213387695,478382.81479013915
28.45522742376021,10.301536656321815,462.8641713469997,18.446206752644763,5.24931427448115,243.5658372343705,3.8836250230113647,2134.4024258317017,AGRA,111.7968413987582,UTTAR PRADESH,731.6248109593387,701.7528799949255,36.41426384230737,27.51973858292134,9.293050258617178,94.48374567468592,21.792489001578687,2390947.398143121,4.734658778898139,123.4844091823322,267.84832102613905,795.5148900749633,53.34020292765668,9.333664392336924,478194.8621973092
34.76109434384326,21.346566626973832,456.5136751575191,13.775034213552177,13.164541280626592,298.802530228125,16.750536582228502,2009.1495938298024,LOHARDAGA,226.70320218648845,JHARKHAND,743.7941909411425,1080.2260065327996,82.25361420200849,55.204980120785706,39.46717915125832,91.52128102385474,73.0300693396249,2316108.668613334,8.47405306814019,121.20643020340778,272.4451767340439,1123.0233468613235,187.7380638053461,22.05912435852069,463173.67099204473
26.289830238979416,11.466507960951756,428.1262425478752,12.590314881603083,12.622117188699765,293.6177638185572,6.15962469544736,1949.8245955481048,ROHTAS,197.7554398864099,BIHAR,692.9339898275928,851.0977962004246,59.74578371770631,41.60347044526902,14.716057653458488,97.48431147215078,27.69736273776933,2378660.330926656,4.984589074523913,126.4267149386804,263.2300286147842,974.110906067223,91.43902395277723,9.619337316398685,475692.39923688077
2.808186077021978,1.125989919534778,487.6866326180484,1.6249951981932398,7.185802719372557,153.97235348660516,1.3244876573269058,2031.768343362336,JALORE,70.51224539020052,RAJASTHAN,685.701713601176,419.326053992858,20.353158284088007,9.194494884086918,8.421149119650648,102.81346929337764,12.908523994775402,2185857.582056992,0.9980195920334696,122.94092970744288,133.12705782195204,414.5761451951791,34.4549298701507,2.68783171209986,437200.7274343966
32.95933327071881,16.95913683011469,449.0532065524011,15.42725130920461,5.278491847174678,210.1066067374568,8.809825425433774,2002.955957000196,NORTH DELHI,116.66193085852711,DELHI,715.2080283077838,648.3597108217376,31.159358281855773,21.557399776568666,17.35443046106551,94.70606347003783,39.76775182905014,2247029.859812889,9.005766812316185,130.77929382871133,246.17765597775923,767.5566530596496,62.01648643870428,14.255135012431454,449393.83908704435
23.884186941275736,7.52322551271155,511.3990393414688,14.299695045070289,4.942403329019435,401.1861323564893,13.153417059290502,2019.06099071408,VAISHALI,235.4855198954397,BIHAR,705.5520700954794,964.6021173829888,83.45318768730344,71.85469802410682,26.32007315371778,93.228293606446,52.41587680327687,2500184.417936414,3.546703254867582,124.17602728633074,273.69973376542,1166.7115246483904,139.9193952964726,6.754576703786933,499985.50616828434
